CODI_ESTACIO,DATA_LECTURA,TM,TX,TN,HRM,PPT24H,HPA,RS24H,VVM10,DVM10,VVX10,DVX10
X4,20/12/2008,12.5,18.5,8.6,54,0,1025,8.4,,265,5.6,298
X4,21/12/2008,11.7,15.9,8.6,60,0,1025.5,8.5,,272,6.9,246
X4,22/12/2008,10.8,15.2,7.2,66,0,1024.7,8.3,,109,3.5,62
X4,23/12/2008,10.4,14.3,6.9,72,0,1023.5,7.8,,262,4.7,251
X4,24/12/2008,10.7,14,6.7,70,0,1022.8,8.1,,132,4.7,254
X4,25/12/2008,10.1,13.4,6.8,57,0,1013.4,8.9,,28,10.3,68
X4,26/12/2008,8.5,11,6.9,73,26.4,1009.1,1.4,,60,21.5,83
X4,27/12/2008,11.6,13.5,10,82,13.3,1012.3,3.7,,84,13.9,89
X4,28/12/2008,10.2,11.7,9.1,70,0.4,1014.3,1.5,,76,11.1,99
X4,29/12/2008,9.3,10.2,8.7,72,0.4,1019.4,0.9,,20,5.1,6
X4,30/12/2008,12.3,15.1,9.9,78,0.9,1022.3,5.6,,226,3.9,237
X4,31/12/2008,12.8,15.6,11.1,81,0.1,1020.3,5.9,,222,4.2,311
X4,01/01/2009,12.2,14.4,10.3,72,0,1015.6,5.1,,49,5.2,80
X4,02/01/2009,11.9,13.4,9.6,75,0.1,1013.1,3.1,,278,4,246
X4,03/01/2009,10.4,11.6,9.3,74,0.1,1011.6,1.3,,67,8.4,72
X4,04/01/2009,9.5,12.2,7,60,0,1013,8.6,,339,6.3,336
X4,05/01/2009,7.6,11.1,5.5,57,0,1010.3,8.7,,307,9.5,286
X4,06/01/2009,5.4,9.1,2.3,73,24.3,1006.5,3,,359,7.8,326
X4,07/01/2009,4.5,8.4,2.7,65,0.5,1008.2,4.8,,308,7.9,304
X4,08/01/2009,4.2,7.1,1.5,58,0,1014.3,4.8,,17,7.5,0
X4,09/01/2009,8.7,11.5,4.4,68,7,1014.1,4.2,,43,7.5,59
X4,10/01/2009,10.2,13.8,7.4,74,24.3,1017.8,7.1,,20,7.5,305
X4,11/01/2009,10.8,15.3,7.4,61,0,1023.7,9.4,,324,5,21
X4,12/01/2009,10.8,16.9,6.4,51,0,1021.7,9.8,,305,4,325
X4,13/01/2009,9.2,14.3,5.8,49,0,1013,9.8,,320,10.3,314
X4,14/01/2009,9.8,14.9,7.2,53,0,1011.5,8.5,,285,8.9,294
X4,15/01/2009,9.6,14.5,6.3,62,0,1011.6,9.8,,340,8,298
X4,16/01/2009,10.4,13.9,7.5,66,0,1017.6,6.7,,54,5.2,98
X4,17/01/2009,11,16.2,8.6,64,0,1018.7,8.9,,289,7.2,327
X4,18/01/2009,11.2,15.5,6.7,57,0,1014.6,9.4,,286,8.6,255
X4,19/01/2009,13.3,17.2,10.6,67,0,1002.8,8.3,,257,9.5,281
X4,20/01/2009,11.6,14.6,8.5,49,0,997,10.6,,313,8.9,320
X4,21/01/2009,9.1,12.9,5.9,46,0,1005.7,10.7,,318,8.7,314
X4,22/01/2009,9.7,12.1,6.3,55,0.1,1004.2,6.4,,290,12.6,314
X4,23/01/2009,15.9,21.5,10.8,61,0,993.8,6.9,,285,16.8,302
X4,24/01/2009,13.9,17,9.6,42,0,989.8,9.5,,295,27.3,266
X4,25/01/2009,11.9,16.6,9.1,45,0,994.7,11,,278,11.6,301
X4,26/01/2009,9.4,13.9,7.9,51,0,996.1,9.1,,309,14.3,310
X4,27/01/2009,11,16.6,7.1,46,0,1004,11.5,,310,13.7,325
X4,28/01/2009,11.7,17,7.6,49,0,1007.2,10.6,,350,8.4,305
X4,29/01/2009,12.2,14.3,9.7,70,0,1009.7,4.7,,180,4.5,165
X4,30/01/2009,13.3,14.9,12.4,74,0,1009.4,3.3,,134,3.7,167
X4,31/01/2009,12.3,14,10.7,85,20.7,1000.7,2.4,,150,7.9,139
X4,01/02/2009,10.9,12.5,9,81,10.2,992.9,3.3,,143,7.4,209
X4,02/02/2009,11.1,12.9,8.9,82,6.8,988.3,3.9,,60,5,74
X4,03/02/2009,10.8,13.9,9.3,72,11.7,993.6,5.9,,307,7.2,319
X4,04/02/2009,12.2,17.1,8.7,61,0,994.9,12.4,,254,9,276
X4,05/02/2009,12,14.3,10.4,75,1.5,994,4.1,,251,5.7,264
X4,06/02/2009,11.3,14.6,8.7,67,0.6,988,9.2,,268,8.9,233
X4,07/02/2009,9.3,14.3,6.1,51,0,990.6,12.7,,313,13,327
X4,08/02/2009,9.4,14.2,5,39,0,1001.6,11.4,,308,12.3,313
X4,09/02/2009,12.6,18.3,7.6,57,0,1009,10.1,,277,9.3,285
X4,10/02/2009,14.6,18.5,9.8,41,0,1009.7,9,,305,14.3,308
X4,11/02/2009,9.8,14.3,7.3,52,0,1013.5,8.8,,325,15.2,335
X4,12/02/2009,10.5,13.4,7.5,60,0,1013.2,12.2,,216,8.6,217
X4,13/02/2009,9.6,11.7,7.1,58,0,1014.7,10.9,,246,6.4,268
X4,14/02/2009,10.3,14.1,7,59,0,1014.3,12.5,,107,6.5,131
X4,15/02/2009,8.5,9.6,7.2,50,0,1019.3,6.3,,115,6.5,78
X4,16/02/2009,9.8,11.8,8.4,60,0,1019,12.2,,120,5.5,170
X4,17/02/2009,11.6,15.7,7.8,52,0,1017.4,13.7,,284,7.8,292
X4,18/02/2009,13.1,19.9,9.8,49,0,1013.4,14.4,,270,6,269
X4,19/02/2009,12.6,16.7,10,65,0,1016.8,12.8,,237,8.2,253
X4,20/02/2009,11,12.9,8.7,49,0,1022.5,13.1,,109,6.2,134
X4,21/02/2009,10.8,15.4,7.7,61,0,1021.7,12.8,,301,6.7,334
X4,22/02/2009,12.8,18.4,7.6,50,0,1020.1,15.1,,300,9.8,309
X4,23/02/2009,13.1,18,10.4,56,0,1013.5,13.8,,293,8.1,319
X4,24/02/2009,12.4,15.8,10,65,0,1014,14.5,,164,5.9,168
X4,25/02/2009,12,15,10.3,65,0,1021.9,12.1,,122,5.6,97
X4,26/02/2009,12.5,16.4,9.1,66,0,1021.4,15.8,,256,9.9,235
X4,27/02/2009,13.9,18.9,9.3,60,0,1014.6,15.7,,213,5.6,234
X4,28/02/2009,12,14.2,9.3,72,0,1010.2,6.5,,106,5.5,358
X4,01/03/2009,12.8,16.1,11.2,72,0,1008,6,,261,4.9,189
X4,02/03/2009,12.7,15.6,10.2,72,0,1012.6,9.4,,111,5,81
X4,03/03/2009,12,14.2,9.9,68,0.7,1011.1,5.6,,156,6.1,201
X4,04/03/2009,10.4,14,7.1,71,2.9,992,7.2,,271,10.4,296
X4,05/03/2009,8.7,13.7,6,50,0,985.2,13.2,,308,17.3,309
X4,06/03/2009,11.5,18.2,6.6,36,0,995.3,18.2,,318,14.1,312
X4,07/03/2009,12.1,15.5,7.6,40,0,1006.6,18.3,,70,7.8,350
X4,08/03/2009,13.7,17.1,10.7,60,0,1012.1,17.6,,241,7.8,249
X4,09/03/2009,13.5,16.9,11.5,66,0,1016.8,11.2,,141,6.7,174
X4,10/03/2009,14,17.6,11.8,64,0,1017.7,18,,246,10.5,256
X4,11/03/2009,13.2,16.2,11.7,67,0,1017.5,8.2,,89,5.6,87
X4,12/03/2009,13.5,17.2,10,71,0,1020.5,17.8,,199,7.4,251
X4,13/03/2009,15.2,19.9,10.8,62,0,1016.5,18.9,,253,8.9,253
X4,14/03/2009,16.3,21.7,11.7,53,0,1015.7,18.5,,103,6.3,81
X4,15/03/2009,15.8,20.2,12.7,54,0,1018.8,18.5,,218,9.2,241
X4,16/03/2009,15.4,20.1,11.7,52,0,1020.4,19.7,,87,10.1,81
X4,17/03/2009,15.1,18.7,12.3,44,0,1022.9,20.1,,98,5.5,135
X4,18/03/2009,14.8,19.6,10.4,52,0,1018.8,19.6,,236,10,230
X4,19/03/2009,14.6,19,10.5,60,0,1012.7,19.4,,243,8.2,221
X4,20/03/2009,14,17.2,10.9,55,0,1013.1,19.9,,101,10.3,115
X4,21/03/2009,12.3,15.4,9.4,51,0,1017,16.8,,222,9,252
X4,22/03/2009,13.3,16.8,9.7,54,0,1019.5,19.8,,243,8.6,236
X4,23/03/2009,15.5,21.4,10.6,47,0,1015.5,21,,255,8,207
X4,24/03/2009,14.4,21.5,10.9,49,0,1008.9,17.3,,249,11,87
X4,25/03/2009,13.7,17.6,9.8,49,0,1010.8,20.8,,260,12.4,232
X4,26/03/2009,13.8,17,11.1,63,0,1011.3,16.4,,157,6.5,268
X4,27/03/2009,14.4,18.5,10.4,64,0,1006.8,21.2,,221,7.8,192
X4,28/03/2009,12.6,13.5,10.3,80,13.8,997.2,2.9,,62,10,89
X4,29/03/2009,12.1,15.7,9.7,71,6.3,999.3,11,,249,7.7,237
X4,30/03/2009,12.2,14.6,10.4,65,0.8,1008.3,7.7,,219,7.2,86
X4,31/03/2009,11.1,13.5,9.9,70,26.4,1007.2,3.5,,316,7.3,322
X4,01/04/2009,12.8,17.7,9.1,67,7,1004.6,9,,284,9.3,77
X4,02/04/2009,11.8,12.7,10.9,73,8.8,1009.9,3.6,,292,6.2,296
X4,03/04/2009,14,18.8,10.1,63,0,1014.3,15,,181,6.3,100
X4,04/04/2009,14.8,19.7,10,65,0,1016.7,22.1,,224,7.1,208
X4,05/04/2009,15.1,19.7,11.8,69,0,1016.1,21.5,,230,7.4,237
X4,06/04/2009,15.5,19.6,11.5,65,0,1011.2,22.1,,226,6.6,227
X4,07/04/2009,13.4,16,11.2,77,25.1,1006.3,6.5,,62,14.2,51
X4,08/04/2009,14.1,16.9,11.7,62,2.4,1010.5,6.6,,59,10,9
X4,09/04/2009,15,19,10.9,66,0,1010.8,22.4,,117,6.2,72
X4,10/04/2009,13.5,14.7,12.5,81,1,1003.8,6.2,,99,8.4,94
X4,11/04/2009,13.3,15.6,10.8,67,5.2,999.9,17.7,,91,11.4,80
X4,12/04/2009,12.2,15.9,9.6,68,6.2,1003.8,8.2,,321,7.7,339
X4,13/04/2009,17.1,23.7,12.3,48,0.1,1004.6,23.2,,284,8.9,318
X4,14/04/2009,15.2,19.1,12.1,68,0,1003.9,23.7,,160,5.7,159
X4,15/04/2009,15.5,19.2,12.8,67,0.1,1003.1,19.4,,215,9.6,217
X4,16/04/2009,15.4,19.4,12.4,57,1.6,1005.5,20.1,,248,9.8,252
X4,17/04/2009,14.3,18.6,11.9,56,2.2,1008.3,17.5,,108,10.1,97
X4,18/04/2009,14.4,18.1,11.2,68,0,1009.9,20.7,,154,6.4,167
X4,19/04/2009,15.5,19.8,11.4,57,0,1012.4,23.3,,125,6,91
X4,20/04/2009,15.6,19.7,12.8,57,0,1014.4,18.5,,113,6.8,115
X4,21/04/2009,18.5,24.7,13.7,50,0.4,1013,18.1,,268,9,167
X4,22/04/2009,20.8,27.4,16.7,37,0,1012.9,23.2,,293,9.1,329
X4,23/04/2009,21.2,27.5,15.5,39,0,1011.7,26.6,,238,7.6,254
X4,24/04/2009,17.3,20.9,14.7,59,0,1009,24.7,,81,9.1,85
X4,25/04/2009,16.3,19.4,14,70,0,1005.3,20.3,,80,13,75
X4,26/04/2009,15.5,20.4,11.2,70,15.1,1002.8,16.3,,53,13.2,260
X4,27/04/2009,15.9,21.7,11.1,54,0.7,1004,23.9,,271,10.3,237
X4,28/04/2009,16,18.7,13.5,63,0,1004.6,20.3,,93,8.5,70
X4,29/04/2009,15.9,20.3,12.4,58,0,1010.8,26.2,,103,7.1,311
X4,30/04/2009,15.6,18.7,13.3,69,5.4,1011.7,20.7,,96,5.9,78
X4,01/05/2009,17.3,24.5,13.3,59,5.6,1014.3,17.8,,319,8.1,6
X4,02/05/2009,19.5,24.2,14.5,42,0,1018.6,27.9,,251,6.3,212
X4,03/05/2009,19.9,25.5,15.9,47,0,1017.9,26.7,,173,7.7,195
X4,04/05/2009,19.1,24,16.7,59,0,1016.5,21.5,,134,5.8,149
X4,05/05/2009,18.3,21.1,15.1,54,0,1017.4,27.1,,232,7.2,217
X4,06/05/2009,20.3,25.5,15.6,51,0,1016.8,27.5,,199,6.4,223
X4,07/05/2009,21.4,26.6,17.6,48,0,1014.2,27.7,,235,7.4,228
X4,08/05/2009,19.6,25.2,16.7,60,0,1014.3,21.7,,160,5.7,191
X4,09/05/2009,17.9,20.7,15.6,76,0,1013.2,18.6,,84,7.3,68
X4,10/05/2009,18.5,21,16.2,76,0.1,1011.3,21.3,,87,6.8,80
X4,11/05/2009,18,20.3,16.1,78,0,1009.1,17.3,,80,10.7,82
X4,12/05/2009,19.2,22.3,16.6,76,0,1008.1,24.9,,87,8.2,85
X4,13/05/2009,18.8,24,17,78,0.1,1008.9,11.7,,78,7,88
X4,14/05/2009,17.1,19.2,14.6,82,15.6,1005.4,7,,102,9.4,77
X4,15/05/2009,17.1,22.6,13.4,55,0,1007.9,29,,149,10,312
X4,16/05/2009,19,23.2,14.4,55,0,1011.3,29.3,,242,8.1,232
X4,17/05/2009,19.4,23.3,15.3,61,0,1011.8,27.1,,227,8.5,219
X4,18/05/2009,18.7,21.6,16,66,0,1014.6,27.6,,100,5.9,86
X4,19/05/2009,19.8,23.3,15.5,63,0,1015,28.7,,124,5.5,159
X4,20/05/2009,21.3,26.1,17.5,54,0,1014.5,26.2,2.1,79,6.9,77
X4,21/05/2009,21.4,24.4,18.8,64,0,1010.5,25.5,3,79,8.8,86
X4,22/05/2009,21.1,24.9,17.8,68,0,1009.6,14,1.9,85,8.1,23
X4,23/05/2009,21.4,24.5,19,70,0,1009.8,17.8,2.4,81,8.8,84
X4,24/05/2009,21.3,24.8,18.1,73,0,1011.6,19.3,2.3,86,7.3,70
X4,25/05/2009,20.1,23.6,17.8,78,0,1011,13.6,2.2,107,6.7,81
X4,26/05/2009,21.4,26.4,17.6,66,0,1013.6,26.7,2.2,116,9,73
X4,27/05/2009,21.1,24.9,17.5,49,0,1018.7,27.3,2.4,246,8.6,220
X4,28/05/2009,23.1,28.6,17.6,38,0,1018.7,26.5,1.7,214,5.8,166
X4,29/05/2009,22.2,25.5,19.4,52,0,1014.7,28.7,2,196,7.9,177
X4,30/05/2009,23.1,27.7,19.7,49,0,1009.6,29.4,1.9,212,8.7,196
X4,31/05/2009,20.5,24.2,17.9,65,0,1009.9,25.2,2.5,81,9.3,65
X4,01/06/2009,22,26.3,18.2,59,0,1010.2,28.7,2.1,206,8.9,231
X4,02/06/2009,23.7,28.4,19.2,49,0,1010.3,28.5,1.8,203,8.5,204
X4,03/06/2009,24.1,27.6,20.6,47,0,1009.2,28.5,2.5,242,11.5,218
X4,04/06/2009,22.5,25.7,19.6,68,0,1007.4,22.3,1.8,194,6.4,207
X4,05/06/2009,21.8,24.2,19.5,70,0.6,1001.3,10.3,1.7,232,6.9,219
X4,06/06/2009,21.9,26.2,16.9,52,3.3,1000,22,2.8,249,12.2,259
X4,07/06/2009,20.8,25,16.9,57,0.2,1005.5,26.2,2.2,156,7.3,111
X4,08/06/2009,21.2,24.5,18.8,67,0,1005.8,17.6,2.4,227,8.7,255
X4,09/06/2009,23.1,28.3,18.7,40,0,1009.7,28.3,3,255,10.8,226
X4,10/06/2009,23.1,26.3,19.4,53,0,1014,28,2.6,235,10.9,252
X4,11/06/2009,22.7,25.8,20,62,0,1016.7,28.9,2.1,111,8.8,73
X4,12/06/2009,23.7,27,21.1,61,0,1016.5,29.5,2.4,223,8.7,193
X4,13/06/2009,25.7,30.2,20.6,48,0,1013.9,28.2,2.4,238,12,240
X4,14/06/2009,25.3,29.3,21.8,56,0,1014,25.6,1.9,87,5.5,84
X4,15/06/2009,24.4,27.8,22.2,63,0,1012.2,21.1,3.2,79,9.2,88
X4,16/06/2009,25.6,30.3,22.2,57,0,1014.5,25.2,1.9,96,7,72
X4,17/06/2009,25.6,28.4,22.6,50,0,1015.3,28.9,1.5,129,5.2,151
X4,18/06/2009,25.7,30,22.1,54,0,1015,28.3,1.8,149,6.2,211
X4,19/06/2009,25.9,30.5,23.5,55,0,1013.3,15.3,1.6,117,5.9,79
X4,20/06/2009,23.6,27.3,21.3,63,0.9,1013.5,20.6,2.7,214,9.6,173
X4,21/06/2009,22.6,25.6,20.4,57,0,1014,25.2,2.4,219,10.7,236
X4,22/06/2009,22.5,24.8,19.8,59,0,1013.6,27.4,2.2,178,9,211
X4,23/06/2009,23,26.1,20.6,56,0,1010.9,28.9,2.4,207,11.3,235
X4,24/06/2009,23.9,27.8,21,65,0,1006.8,27.2,2.7,236,9.3,232
X4,25/06/2009,24.2,27.7,21.6,62,0,1005.9,27.3,2.1,150,6.7,94
X4,26/06/2009,25.1,28.4,21.7,52,0,1007.3,29,2,173,8.3,213
X4,27/06/2009,25.5,29.4,22,52,0,1009.8,28.9,2.6,233,10.1,254
X4,28/06/2009,25.2,28.5,22.2,66,0,1008.8,28.1,2.3,223,8.3,198
X4,29/06/2009,26.7,31.7,22.9,59,0,1010.7,26.8,1.6,196,6.7,223
X4,30/06/2009,28.2,32,23,42,0,1012.7,28.4,1.8,178,7.3,36
X4,01/07/2009,28.9,32.4,26.1,41,0,1012.9,27.7,2,156,7,326
X4,02/07/2009,27.7,33,25.1,48,0,1011.7,25.8,1.9,137,8.2,78
X4,03/07/2009,27.5,31.4,24.2,53,0,1010,27.4,1.8,181,6.6,197
X4,04/07/2009,27.6,31.4,24.5,53,0,1007.3,28.7,1.7,137,6.6,203
X4,05/07/2009,27.3,31,24.2,56,0,1006.7,27.8,1.9,157,9.2,197
X4,06/07/2009,26.3,29.3,24.2,57,0,1007.5,25.9,2.2,127,7.4,225
X4,07/07/2009,24.4,26.7,23.1,59,0,1009.1,15,2.1,115,6.1,127
X4,08/07/2009,23.1,25.5,21.9,57,0,1012.9,11,1.7,140,5.6,138
X4,09/07/2009,21.4,23.3,18.9,71,45.2,1014.1,4.3,1.3,99,5.7,1
X4,10/07/2009,22.5,25.3,21,64,0,1014.2,12.7,1.9,100,6.5,105
X4,11/07/2009,23.1,25.1,21.4,66,0,1013.3,8.7,1.2,100,4.4,190
X4,12/07/2009,26,29.5,22.5,68,0,1010.5,24.5,2.1,226,9,185
X4,13/07/2009,25.8,28.5,22.9,71,0,1009,28.4,2.2,96,6.5,106
X4,14/07/2009,25.5,27.9,23.6,70,0,1007.3,23.6,3.2,81,9.2,82
X4,15/07/2009,25.4,28,23.5,69,0,1013.1,25.7,1.8,126,6.6,175
X4,16/07/2009,24.8,27.9,22.7,73,0,1014.2,22.3,2.1,136,5.6,127
X4,17/07/2009,24.8,27.5,21.6,65,0,1011.9,18.1,2.5,143,7.6,150
X4,18/07/2009,23.2,26.6,19.3,35,0,1016.3,29.6,2.3,220,8.9,216
X4,19/07/2009,23.8,27.4,19.9,56,0,1017,29,2.2,196,8.8,215
X4,20/07/2009,25.5,29.4,22,59,0,1015.9,27.9,2.5,237,9,236
X4,21/07/2009,25.6,29.1,22.5,63,0,1012.8,26.7,2.2,186,7.1,153
X4,22/07/2009,26.3,30.6,23,70,0.2,1007.5,22.7,1.9,115,9.7,311
X4,23/07/2009,31,37.8,25.1,46,0,1005.8,26.7,2.7,254,11.4,272
X4,24/07/2009,28.6,32.3,24.6,49,0,1011.8,27.8,2,136,9.6,75
X4,25/07/2009,25.3,28.5,23.6,60,0,1018,23.4,2.4,187,8.9,168
X4,26/07/2009,25.9,29.6,22.9,63,0,1015.2,25.9,2.4,223,9.3,203
X4,27/07/2009,26,29.7,23.6,65,0,1011.4,24.1,2.5,106,9.7,90
X4,28/07/2009,25.8,28.5,23.6,58,0,1013.9,25.7,2.1,174,6.8,170
X4,29/07/2009,26.7,30.2,22.8,64,0,1012.6,26.6,2.1,224,8.9,240
X4,30/07/2009,27.3,31.5,24.5,65,0,1015.6,26.3,2.4,214,7.8,203
X4,31/07/2009,26.9,30.1,24.1,60,0,1014,26.1,2.8,233,10.3,209
X4,01/08/2009,26.5,29.7,24,65,0,1009.2,19.7,2.3,222,8.3,190
X4,02/08/2009,24.8,29.2,21.7,60,0,1010.7,24.3,2.5,141,9.2,184
X4,03/08/2009,24.2,26.7,22.5,54,0,1012.2,21.3,2.1,114,6.9,117
X4,04/08/2009,25.5,29.2,21.7,59,0,1012.3,24.4,2.4,215,9.7,219
X4,05/08/2009,27.6,30.9,24.7,61,0,1011.6,25.7,2.4,228,8.8,219
X4,06/08/2009,27.5,31.9,24.4,57,0,1011,25.5,2.2,214,8.3,230
X4,07/08/2009,27,30.2,24.5,63,0,1011.6,22.3,2,171,7.4,195
X4,08/08/2009,27.1,31,23.7,57,0,1011,23.6,2.2,227,9.2,175
X4,09/08/2009,26.2,29,24.1,58,0,1010.2,19.4,1.8,65,8.2,86
X4,10/08/2009,25.1,29.2,23.4,64,0,1013.9,17.6,2.1,199,8,191
X4,11/08/2009,26.2,29.7,23.1,57,0,1015,24.5,2,183,7.3,214
X4,12/08/2009,26.9,30.4,24.1,53,0,1013.6,23.7,1.8,149,7,173
X4,13/08/2009,28.1,31.7,25.3,46,0,1011.1,24.6,2.2,217,8.3,211
X4,14/08/2009,29.1,32.3,25.1,41,0,1010.5,24.4,1.5,195,6.1,193
X4,15/08/2009,27.5,31.1,24.5,57,0,1012.5,25.2,2,102,5.9,135
X4,16/08/2009,26.7,29.9,23.8,66,0,1013.5,24.6,1.8,161,6.1,145
X4,17/08/2009,29.5,34.4,24.5,47,0,1011.6,24.3,1.9,239,8.5,236
X4,18/08/2009,29.9,34.7,25.6,38,0,1012.7,23.3,2.1,240,9.2,222
X4,19/08/2009,30.6,36,25.2,32,0,1013.8,24.3,1.3,191,5.5,161
X4,20/08/2009,28.9,32.9,25.3,46,0,1014.8,23.9,1.5,161,6.3,150
X4,21/08/2009,27.4,29.8,25.1,63,0,1015.3,23.3,1.8,131,6.5,147
X4,22/08/2009,27.1,29.7,24.5,65,0,1014.1,22.1,2.1,175,8.1,188
X4,23/08/2009,27.7,31.1,24.8,60,0,1010.3,23.1,2,200,8.9,201
X4,24/08/2009,27.9,31.7,25,65,0,1006.1,22.6,1.7,168,7,184
X4,25/08/2009,26.7,29.6,24.9,69,0.2,1006.1,15.6,3.2,78,8.9,80
X4,26/08/2009,26.4,29.3,24.5,61,0,1010.7,19.8,1.9,137,6.8,159
X4,27/08/2009,26.6,28.7,23.8,66,0,1013,22.5,1.7,129,6.4,105
X4,28/08/2009,27.2,30,24.7,57,0,1012.3,22,2,151,6,88
X4,29/08/2009,26,27.9,24.9,61,0,1013.4,17.3,2.4,197,8.5,201
X4,30/08/2009,25,27.4,23.3,60,0.8,1013.7,20.3,2.1,115,6.4,180
X4,31/08/2009,25.4,28.1,23.1,67,0,1012.8,8.6,1.5,195,6.3,192
X4,01/09/2009,26.5,29.7,24.4,68,0,1012.1,15.5,1.9,196,7.8,193
X4,02/09/2009,26.1,28.5,24.5,72,0,1010.7,15.7,2.1,145,6.4,139
X4,03/09/2009,25.5,28.2,24.3,67,0,1009.3,16,2.5,97,7.7,94
X4,04/09/2009,25.2,28.6,23.3,63,0.1,1011.4,16.5,2.2,104,9,62
X4,05/09/2009,23.1,25.5,21.2,52,0,1016.3,15,1.9,218,7.6,323
X4,06/09/2009,23.2,25.9,20.9,59,0,1016.4,20.8,1.7,106,6.2,138
X4,07/09/2009,23.4,26.5,20.4,62,0,1016.7,22.2,1.8,91,6.1,98
X4,08/09/2009,23.4,26.3,20.8,65,0,1016.1,21,2,88,6.9,99
X4,09/09/2009,23.8,27.8,19.8,56,0,1016,22.2,1.6,118,5.5,133
X4,10/09/2009,24.6,27.9,21.6,55,0,1016.7,21,1.8,128,6.4,291
X4,11/09/2009,24.6,27.6,22,53,0,1014.8,19.4,1.7,98,6,124
X4,12/09/2009,24.1,26.8,21.4,53,0,1011.7,19.8,1.6,103,5.6,95
X4,13/09/2009,23.7,26.6,22.1,57,0,1010.6,13.4,1.7,196,6.6,238
X4,14/09/2009,21.5,26.1,17.7,65,28.9,1006.3,10.1,2.2,79,12.4,79
X4,15/09/2009,18.1,19.4,16.8,60,0.5,1005.9,3.2,1.7,39,7.6,94
X4,16/09/2009,20.5,24.4,16.3,48,0,1004.5,19.7,1.9,247,8.8,228
X4,17/09/2009,21.4,23.9,18.3,59,4.8,1007,12.1,2.6,79,8.4,270
X4,18/09/2009,20.8,24.6,18.3,58,1.6,1007.8,15.5,2.5,263,11.5,243
X4,19/09/2009,20.1,24.6,16.9,54,0.4,1012.8,16.9,2.3,308,10.8,308
X4,20/09/2009,20.3,25,17.5,63,37.3,1014.9,15.2,1.6,94,8.1,157
X4,21/09/2009,21.9,26.6,17.4,52,0.3,1015.4,16.7,1.4,265,5.1,180
X4,22/09/2009,23.9,28,20,50,0,1016.4,15.4,2.6,71,10.7,84
X4,23/09/2009,23.5,26.4,20.7,57,0,1017.6,18.7,2.7,79,9.9,82
X4,24/09/2009,23.8,28.2,19.9,50,0,1014.9,18.5,1.2,162,5.4,118
X4,25/09/2009,23.2,26.4,20.1,61,0,1014.6,17.5,1.5,138,5.8,202
X4,26/09/2009,22.6,25.3,20.2,60,0,1015.9,17.2,1.6,84,5.9,87
X4,27/09/2009,22.4,25.7,19.4,62,0,1016.7,17.8,2.5,72,9.3,74
X4,28/09/2009,22.1,24.7,20,59,0,1016.3,10.1,2.3,68,7.5,65
X4,29/09/2009,22.4,25.5,19.6,54,0,1014.5,16.2,2,73,7.9,106
X4,30/09/2009,22.3,25.3,20,54,0,1011.8,7.7,1.1,213,5.1,261
X4,01/10/2009,22.3,26.6,19,58,1.8,1010.6,15.5,1.4,212,9.5,321
X4,02/10/2009,21.8,26.5,18.3,63,0,1011.1,16.5,1.7,123,6,205
X4,03/10/2009,21.4,24.3,19,56,0,1012.6,16.3,1.7,238,5.1,132
X4,04/10/2009,21.4,24.7,18.2,66,0,1012.7,15.9,1.7,236,8.1,242
X4,05/10/2009,22.9,27,19.4,72,0,1013.1,16.1,1.8,237,7.9,230
X4,06/10/2009,22.9,26.3,19.9,73,0,1014.8,15.9,1.3,166,5.8,136
X4,07/10/2009,23.3,27.5,19.5,68,0,1013.2,14.7,1.2,137,4.4,166
X4,08/10/2009,24.1,27.5,21.5,62,0,1010,13.9,1.8,157,7.6,82
X4,09/10/2009,21.7,24.4,19.9,71,5,1013.2,15.3,1.9,112,7.4,77
X4,10/10/2009,21.4,23.9,20.2,74,0,1014,11.1,1.8,96,7.6,76
X4,11/10/2009,21.7,25.2,18.3,64,0,1013.7,16.1,1.4,200,6.1,179
X4,12/10/2009,21.3,26.4,18.6,63,0,1012.2,15.2,1.8,48,7.7,283
X4,13/10/2009,21.1,26.8,18,52,0,1014.7,15.9,1.5,221,5.4,144
X4,14/10/2009,20,23.2,17.3,48,0,1012.7,14,1.7,105,8.8,85
X4,15/10/2009,16.9,19.9,13.1,37,1.2,1012.5,11.6,2.3,93,9.5,75
X4,16/10/2009,16.3,21.8,11.7,28,0,1016.4,15.6,2.5,320,8.6,337
X4,17/10/2009,16.5,19.3,11.9,37,0,1013.2,15.7,1.7,231,6.5,289
X4,18/10/2009,15.9,19.4,12,38,0,1012.3,15.6,1.8,87,7.2,81
X4,19/10/2009,15.6,16.8,13.5,57,0,1010.1,6,1.1,72,5.2,99
X4,20/10/2009,18.8,20,16.3,65,1.6,1002.7,3.5,3.2,205,10.9,194
X4,21/10/2009,18.4,21.6,15.9,62,19.7,996.7,6.4,2.1,246,13.7,211
X4,22/10/2009,15.4,17,13.2,65,76.1,995.1,1.6,2.3,318,14,292
X4,23/10/2009,17.4,22.1,12.7,56,0,1009.2,14.1,1.7,299,7.6,297
X4,24/10/2009,19.5,25.5,15.5,64,0,1012.5,13.7,1.3,274,5.5,301
X4,25/10/2009,20.6,25.7,17.2,69,0,1012.4,9.9,0.9,164,3.9,259
X4,26/10/2009,19.6,21.4,17.2,77,0.1,1013.8,5.6,1.3,103,5.4,126
X4,27/10/2009,18.5,21.8,15.8,75,0,1014.7,9.7,1.3,104,4.7,85
