CODI_ESTACIO,DATA_LECTURA,TM,TX,TN,HRM,PPT24H,HPA,RS24H,VVM10,DVM10,VVX10,DVX10
X4,20/09/2007,21.1,23.2,19.8,63,0,1018.5,9.9,,84,6,103
X4,21/09/2007,22.3,25.1,20.3,69,0,1017.8,8.3,,160,7.3,249
X4,22/09/2007,22.5,24.9,21.2,69,0.1,1017,8.7,,87,6.5,84
X4,23/09/2007,21.8,24.6,19.7,66,0,1017,15.5,,78,8.9,61
X4,24/09/2007,22.1,25.8,18.5,65,0,1014.5,17.2,,198,5.9,201
X4,25/09/2007,20.5,22.9,18.8,67,0.4,1012.6,4.6,,91,6.9,134
X4,26/09/2007,20,25.5,17.1,49,0,1008.7,17.7,,282,10.2,192
X4,27/09/2007,18.3,23.8,14.1,34,0,1004.4,16.1,,317,12.7,349
X4,28/09/2007,17.4,21.1,12.7,40,0,1009.6,18.9,,261,8.9,325
X4,29/09/2007,20.7,24.8,17.5,66,6.4,1011.7,10.2,,199,4.5,251
X4,30/09/2007,22.4,26.5,18.8,71,0,1015.3,16.3,,219,5.9,219
X4,01/10/2007,22.8,26.7,19.4,71,0,1017,16.7,,167,5.9,159
X4,02/10/2007,22.6,25.6,20.5,71,0,1014.3,16.2,,93,6.7,80
X4,03/10/2007,21.7,23.4,19.9,79,0.1,1012.1,3.8,,79,10.4,202
X4,04/10/2007,21.5,25.3,19.1,74,12.3,1012.8,7.3,,114,8.6,350
X4,05/10/2007,21.5,24.9,18.6,68,25.8,1011.5,14.9,,252,8.7,258
X4,06/10/2007,21.5,24.7,18.7,64,0,1012,16.1,,235,7.2,226
X4,07/10/2007,22.2,26.1,18.6,64,0,1013.5,16.1,,167,5.2,207
X4,08/10/2007,21.3,25.6,17.6,69,17.6,1016.7,13.5,,90,9.8,332
X4,09/10/2007,20.4,23.8,17.4,67,0,1018.2,13.6,,182,5.5,153
X4,10/10/2007,18.7,23.2,13.1,60,29.1,1014.6,12.6,,303,12.3,12
X4,11/10/2007,18.1,20.7,15.4,56,0.6,1014.8,6.4,,64,11.5,79
X4,12/10/2007,19,23.6,15.1,53,0,1014.8,15.7,,62,8.4,71
X4,13/10/2007,18.7,22.6,14.5,62,0,1014.4,15,,135,5.2,130
X4,14/10/2007,19,23,15.1,68,0,1015.7,15,,114,4.4,162
X4,15/10/2007,19.1,22.3,15.9,68,0,1016,14.7,,72,6.3,75
X4,16/10/2007,19.5,22.8,16.6,69,3.9,1016.3,12.6,,69,6.7,69
X4,17/10/2007,19.6,22.7,16.7,73,13.3,1016,12.6,,67,10.8,71
X4,18/10/2007,20.2,23.4,17.9,63,0,1017.6,13.8,,226,6.2,226
X4,19/10/2007,17.9,21.1,16.5,62,0,1018.3,10.8,,87,6.3,92
X4,20/10/2007,17,20.1,13.4,54,0,1016.8,12.3,,71,13.8,58
X4,21/10/2007,15.4,18.6,12.6,51,0,1017.2,13.3,,273,9.8,53
X4,22/10/2007,16,19.7,12.8,58,0,1011,10.1,,90,5.7,90
X4,23/10/2007,17.5,20.6,15.3,58,0,1007.7,9.3,,168,5.6,163
X4,24/10/2007,16,17.9,14.5,64,0,1006.4,7.8,,75,6.8,88
X4,25/10/2007,15.1,17.7,13.9,59,0.6,1007.4,3.9,,22,8.9,38
X4,26/10/2007,15.1,18.3,12.1,59,3.1,1011.4,12.8,,267,7.1,193
X4,27/10/2007,15.4,19.2,12.7,71,32.2,1020,12.4,,63,7,131
X4,28/10/2007,16.9,21.7,12.9,59,0,1018.1,12.6,,207,4.8,254
X4,29/10/2007,16.7,20.8,13.9,63,0,1012.2,11.7,,81,6.6,69
X4,30/10/2007,16.2,20,13.4,54,0,1009.2,12,,84,5.9,73
X4,31/10/2007,15.3,17.3,12.2,42,0.1,1012.9,5.4,,41,7.4,304
X4,01/11/2007,16.3,21.9,13.1,48,0,1019.2,12.4,,272,6.8,286
X4,02/11/2007,15.2,19.1,11,60,0,1021.8,11.5,,117,5.2,132
X4,03/11/2007,15.5,19.4,11.8,65,0,1018.6,11.4,,141,4.5,111
X4,04/11/2007,15.4,19.8,11.1,67,0,1015.4,11,,246,6.9,267
X4,05/11/2007,16,18.3,13.6,67,0,1019.3,6.8,,152,4.3,176
X4,06/11/2007,15.7,20.3,12.8,59,0,1021.5,10.4,,305,8.2,280
X4,07/11/2007,15.3,20.6,11.4,45,0,1021.8,11.4,,282,8.2,293
X4,08/11/2007,14.9,18.6,10.7,54,0,1016.8,10.6,,93,4.7,299
X4,09/11/2007,15.1,19.1,12.6,52,0,1018.7,8.8,,319,6.6,350
X4,10/11/2007,14.1,18.2,10.9,52,0,1020.8,9.7,,307,6.3,308
X4,11/11/2007,14.2,18.5,10.9,48,0,1017.2,11.1,,287,6,47
X4,12/11/2007,14.2,16.6,12.1,63,0,1014.8,6.2,,75,4,80
X4,13/11/2007,14.2,17,11.4,53,0,1013.5,6.4,,291,8.4,306
X4,14/11/2007,12.7,15.9,9.2,55,0,1006.3,9.5,,315,9.5,279
X4,15/11/2007,11.2,15.1,7.3,37,0,1007.4,10.5,,38,13.6,348
X4,16/11/2007,8.8,12.9,4.4,26,0,1013.8,10.6,,284,7.4,319
X4,17/11/2007,8.4,13,4.9,28,0,1015.3,10.8,,287,6.9,306
X4,18/11/2007,10.1,15.4,5.9,26,0,1008.3,10.3,,280,7.9,307
X4,19/11/2007,11.9,17.8,5.8,41,0,1005.3,7.9,,164,3.3,221
X4,20/11/2007,16.1,19.4,12.4,75,0.5,1005,4.4,,69,5.3,71
X4,21/11/2007,17.4,20.7,15.4,80,0.1,1003.3,5.4,,210,3.8,169
X4,22/11/2007,15.1,17.8,13,64,0,1002.1,4,,290,7.3,301
X4,23/11/2007,14.3,16.4,13,58,0,1007.5,3.9,,333,5,303
X4,24/11/2007,12.7,15.2,10.9,56,0,1012.9,5,,314,6.1,351
X4,25/11/2007,11.4,15.9,8.5,51,0,1016,9,,322,7,304
X4,26/11/2007,12.6,18.3,8.4,46,0,1014,9.2,,277,5.4,314
X4,27/11/2007,12.6,17.5,9.1,48,0,1014.3,8.6,,274,5.8,199
X4,28/11/2007,11.9,15.2,8.9,50,0,1012.6,4.8,,40,7,87
X4,29/11/2007,11.6,16,9,50,0,1011.2,8.4,,294,7.2,329
X4,30/11/2007,12,16.8,8.5,48,0,1012.9,8.9,,291,8.5,329
X4,01/12/2007,13.1,18.5,9.9,55,0,1014,8.6,,305,9.2,308
X4,02/12/2007,13.4,17.2,9.7,55,0,1017.4,8.2,,274,7.7,305
X4,03/12/2007,14.2,20.1,11.2,53,0,1011.3,7,,306,14.4,279
X4,04/12/2007,14.3,18,11.1,59,0,1017.6,8.1,,286,8.2,318
X4,05/12/2007,14.5,19.1,10.9,59,0,1020.3,8.4,,275,7,307
X4,06/12/2007,13.9,18.3,10.3,59,0,1021.5,7.3,,292,4.8,351
X4,07/12/2007,13.6,17.3,11.9,54,0,1014.7,4,,320,12.9,338
X4,08/12/2007,13.4,17.7,11.4,58,0,1012.9,7.9,,352,10.2,353
X4,09/12/2007,16.4,21,12.1,40,0,1005.1,8.4,,308,21.4,300
X4,10/12/2007,12.9,17.1,9.5,44,0,1010.5,8.5,,309,19.3,316
X4,11/12/2007,11.8,16.8,8.1,30,0,1017.1,8.7,,326,12.5,349
X4,12/12/2007,9.9,13.5,6.8,31,0,1022.7,8.5,,276,6.3,339
X4,13/12/2007,9.2,13,6,39,0,1025.3,8,,341,4.1,319
X4,14/12/2007,8.8,14.3,4.7,34,0,1021.7,8.5,,293,7.7,293
X4,15/12/2007,8.3,12.3,5.8,50,0.1,1016.3,6.9,,60,12.4,69
X4,16/12/2007,8.1,11.8,5.8,48,0,1020.5,7.6,,55,7.7,65
X4,17/12/2007,7.2,10.1,4.5,60,3.8,1018.7,5.1,,63,9,108
X4,18/12/2007,9.8,12.4,7.1,62,0.1,1022.4,6.4,,67,9.5,71
X4,19/12/2007,10.2,13.1,7.8,60,0,1027.6,6.4,,57,8.3,80
X4,20/12/2007,10.8,12.9,8.3,68,0.5,1024.3,2.4,,68,10.4,87
X4,21/12/2007,12.4,13.2,11.1,72,2.4,1018.6,2,,78,11.3,82
X4,22/12/2007,12.5,13.9,11.1,74,2.7,1016.8,2.5,,56,9,68
X4,23/12/2007,12.7,15.3,9.6,65,0.3,1019.4,7.1,,64,9,76
X4,24/12/2007,11.2,15.3,8,66,0,1020.8,7.6,,204,4.6,299
X4,25/12/2007,10.8,15.7,7.3,55,0,1018.8,8.4,,291,10.2,315
X4,26/12/2007,11.2,16,8.7,55,0,1022.2,6.3,,306,6.7,292
X4,27/12/2007,10.4,14.3,7.4,58,0,1026.9,8.1,,238,5.2,268
X4,28/12/2007,9.6,14.1,6.1,60,0,1026.3,7.8,,86,4.2,333
X4,29/12/2007,9.4,14.5,5.9,53,0,1024.6,7.7,,276,7.7,302
X4,30/12/2007,10,15.1,6.1,54,0,1020.7,7.2,,281,5.4,307
X4,31/12/2007,9.5,15,5.6,44,0,1019.8,8.1,,270,4.4,247
X4,01/01/2008,9.1,13.4,6.2,52,0,1015.3,8.4,,336,6.6,339
X4,02/01/2008,9,13.3,6.1,65,3.9,1007.1,6.5,,287,5.7,251
X4,03/01/2008,9.6,12.3,6.9,78,9.5,995.4,2.4,,296,6.8,306
X4,04/01/2008,11.4,15.5,8.4,61,0,1002.8,6.8,,303,7.1,309
X4,05/01/2008,11.8,15.2,9.7,59,0,1013.5,5.3,,284,7.6,316
X4,06/01/2008,14.8,20.8,12.1,61,0,1015.8,7.3,,289,10.5,299
X4,07/01/2008,14.9,20,11.9,65,0,1020,6.6,,341,8.4,278
X4,08/01/2008,13.4,15.2,12.3,73,0,1019.5,3.7,,235,4.5,179
X4,09/01/2008,13.4,17.1,11.7,74,0,1017.5,6.1,,129,5.6,67
X4,10/01/2008,13.5,16.2,12.3,82,0,1017.8,3.8,,203,4.7,197
X4,11/01/2008,13.3,16.1,10.1,75,1.8,1009,6.8,,262,18.1,318
X4,12/01/2008,10.4,14.3,7.6,51,0,1011.8,9.6,,316,17.1,316
X4,13/01/2008,10.8,14.7,8,56,0,1012.5,9,,284,8,302
X4,14/01/2008,10.9,13.5,8.2,62,0,1009.6,4.4,,279,6.6,321
X4,15/01/2008,11.7,15.8,7.7,55,0,1011,7.6,,262,11.6,226
X4,16/01/2008,12.6,16.1,10.8,49,0,1004.4,4.7,,296,16.3,286
X4,17/01/2008,12.8,17.5,9.6,47,0,1015.1,8.7,,305,12.3,348
X4,18/01/2008,15.2,20.8,11.7,56,0,1021.5,9,,272,10.2,300
X4,19/01/2008,14.3,18.2,12.1,70,0,1026.6,9.1,,186,4.3,168
X4,20/01/2008,12.7,16.5,10.2,71,0,1025.3,9.5,,232,4.3,218
X4,21/01/2008,10.9,14.8,8,69,0,1023,8.5,,259,5.5,329
X4,22/01/2008,11.8,17.8,8,59,0,1020.3,8.3,,131,5.5,16
X4,23/01/2008,12.8,16.8,9.7,67,0,1023.4,9.2,,122,4.8,161
X4,24/01/2008,11.8,14.7,8.8,72,0,1026.6,8.2,,147,4.7,130
X4,25/01/2008,13,18,9.8,62,0,1029.1,9.5,,297,7.1,301
X4,26/01/2008,11.9,15.3,9.1,63,0,1030.4,10,,141,4.1,176
X4,27/01/2008,12.8,18.6,7.2,52,0,1028.8,10.4,,260,6.4,280
X4,28/01/2008,14.7,20.7,10.9,49,0,1023.3,10.5,,206,6.3,325
X4,29/01/2008,12,15.8,8.1,64,0,1022.1,10.4,,122,4.5,128
X4,30/01/2008,11.6,14.4,8.5,73,0.1,1023,9.5,,97,4.7,75
X4,31/01/2008,11.3,15.1,9.1,60,1.3,1021,9.3,,305,6.6,330
X4,01/02/2008,11,14.5,8.1,53,0,1013.2,6.6,,273,6.8,302
X4,02/02/2008,10.5,12.2,8.8,60,4.7,1012.8,3.1,,285,7.2,334
X4,03/02/2008,10.8,13.1,8.9,77,10.4,1012.3,5.1,,230,10.6,245
X4,04/02/2008,12.8,16.5,9.7,59,4.1,1010.7,11.2,,286,12.5,201
X4,05/02/2008,12.6,17.6,8.2,47,0,1020.5,11.7,,296,8.6,313
X4,06/02/2008,14.1,19.1,10,46,0,1026.2,12,,261,6.6,314
X4,07/02/2008,13.3,18.4,9.3,59,0,1027.4,11.6,,132,5.3,42
X4,08/02/2008,12.3,15.6,9.7,61,0,1026.8,12.7,,80,6,64
X4,09/02/2008,11.7,15.3,9.3,65,0,1026.6,12.6,,118,4.5,174
X4,10/02/2008,10.6,13.9,6.8,68,0,1025.6,12.7,,152,4.7,128
X4,11/02/2008,10.9,14.3,8.5,62,0,1024.3,10.5,,74,8.8,74
X4,12/02/2008,10.5,13.2,8.1,57,0,1024.6,7.3,,66,12.2,85
X4,13/02/2008,10.8,14,7.9,59,0,1026.5,12.9,,68,9.5,58
X4,14/02/2008,11.2,14.4,9,69,1.1,1025,9.5,,67,9.2,92
X4,15/02/2008,11.5,14.7,9.4,66,0,1022.1,12.6,,92,5.4,76
X4,16/02/2008,11,13.7,8,69,0,1026.9,12.8,,119,6.8,81
X4,17/02/2008,11.8,14.8,9.9,63,0.2,1031.5,7.2,,84,6.5,139
X4,18/02/2008,11.2,12.7,8.7,73,4.4,1025.4,3.7,,96,6.5,118
X4,19/02/2008,12.2,13.7,11.2,80,1.6,1018.6,2.6,,80,6.7,58
X4,20/02/2008,12.9,14.5,12,82,1.5,1018.2,5.3,,79,8.1,68
X4,21/02/2008,13.3,16.3,11.1,73,0,1023.8,13.2,,175,5.5,265
X4,22/02/2008,14.4,18.5,11,69,0,1025.5,13.3,,152,4.5,181
X4,23/02/2008,13.3,18,10.7,74,0,1024.4,14.3,,118,5.1,115
X4,24/02/2008,12.3,14.3,9.7,80,4.6,1021.8,5.7,,76,6.2,57
X4,25/02/2008,13.6,15.2,12.3,82,1.4,1019.2,4.5,,81,4.4,97
X4,26/02/2008,14.8,19.4,12.2,77,0,1017.3,10.2,,238,6.6,191
X4,27/02/2008,12.8,14.2,11.6,86,0,1017.2,7.4,,144,4,153
X4,28/02/2008,12.4,15,9.6,84,0,1018.2,5.3,,186,4,162
X4,29/02/2008,16.2,20.7,13.2,67,0,1020.4,13.6,,240,5.9,234
X4,01/03/2008,15.1,20,12.3,66,0,1017.7,11.8,,354,7.6,305
X4,02/03/2008,16.1,20.7,11.9,54,0,1015.8,16.5,,252,8.7,257
X4,03/03/2008,13.6,15,11.4,75,0,1013.5,7.2,,87,9,66
X4,04/03/2008,12.2,17.5,7.1,41,0,1011.2,15.5,,315,15.7,326
X4,05/03/2008,9,13.9,6,23,0,1012.1,17.8,,342,19.5,344
X4,06/03/2008,9.4,14.4,4.5,26,0,1012.4,18.1,,283,10.1,354
X4,07/03/2008,10.5,14.7,7.7,43,0,1007.3,9.8,,256,6.7,238
X4,08/03/2008,12.1,15.6,9.4,60,0,1008.6,16.7,,182,6.6,178
X4,09/03/2008,12.7,16.3,9.4,71,1.3,1006,10.7,,226,8.2,83
X4,10/03/2008,12.1,15.8,9.1,57,0.1,1002.4,9.9,,274,12.5,300
X4,11/03/2008,16.6,22.6,10.4,47,0,1006.8,17.6,,287,10.5,275
X4,12/03/2008,15.2,18,13.5,71,0,1014.4,14.6,,84,6.1,77
X4,13/03/2008,13.9,16.9,11.5,76,0,1016.8,12.8,,134,6,124
X4,14/03/2008,13.6,18.1,10.5,77,0,1012.8,18.6,,243,8.6,233
X4,15/03/2008,14.2,17.7,11.1,75,0,1008.1,11.7,,248,8.7,264
X4,16/03/2008,15.5,21.1,11.9,57,0,1010.6,18.1,,246,10.5,225
X4,17/03/2008,14.2,17.7,11.8,58,0,1008,14.7,,144,5.8,104
X4,18/03/2008,12.8,15.9,10,71,0,1003,14.2,,135,7.3,108
X4,19/03/2008,12.1,15,9.7,69,0.7,1006.5,12.2,,101,7.1,97
X4,20/03/2008,11.1,14.4,6.9,50,0.1,1011.5,20.2,,261,7.3,301
X4,21/03/2008,12.2,16.9,6.9,41,0,1001.8,16,,280,10.4,284
X4,22/03/2008,11.8,16.2,6.3,59,1.9,989.6,11.5,,67,12.8,359
X4,23/03/2008,8.8,13.7,5.5,59,1.5,995.4,17,,115,9.2,84
X4,24/03/2008,11.3,18.8,6.5,48,0,1000.1,19.8,,312,18.9,314
X4,25/03/2008,13.6,18.8,10.8,57,0,1005.3,19.5,,40,14.9,310
X4,26/03/2008,13.2,18.7,10.2,53,0,1003,15.2,,298,15.5,316
X4,27/03/2008,11.4,16.5,8.1,49,0,1001.9,11,,307,14.4,310
X4,28/03/2008,12.5,14.3,11.1,66,0,1011,6.6,,177,4.8,132
X4,29/03/2008,13.5,16.6,12.1,74,0,1017.3,10.5,,206,7.4,213
X4,30/03/2008,14.3,18.6,10.7,72,3.1,1011.3,17.6,,170,7.5,37
X4,31/03/2008,12.7,20.4,9.3,60,12.6,1012.6,18,,11,9,339
X4,01/04/2008,15.2,20.3,9.6,31,0,1017.5,22.7,,254,7.5,318
X4,02/04/2008,15.1,19.4,10.9,57,0,1018.8,18.4,,113,4.5,73
X4,03/04/2008,15.6,20.7,12.3,64,0,1016.3,22.5,,127,7,81
X4,04/04/2008,14.1,16.9,12.2,60,0,1016.6,17.7,,137,7.6,125
X4,05/04/2008,14.9,18.5,11.4,63,0,1009.3,22.5,,245,12.8,249
X4,06/04/2008,14.8,18.6,11.9,70,0,1000.6,22.6,,121,9,61
X4,07/04/2008,11.8,13,10.8,62,0,1001.5,8.3,,113,6.7,143
X4,08/04/2008,16.3,22.3,10.1,57,0,997.4,19,,251,13.6,245
X4,09/04/2008,17.5,22.5,13.6,68,1.1,994.7,10.4,,249,8.8,242
X4,10/04/2008,18.8,22.3,15.3,56,0,993,18.4,,251,12,256
X4,11/04/2008,14,18.7,9.4,64,5.1,998.8,10.5,,29,9.5,142
X4,12/04/2008,13.7,18,10,55,0.2,1011,22.8,,265,10.6,267
X4,13/04/2008,15,18.9,10.8,54,0,1013.6,22.9,,230,8.9,219
X4,14/04/2008,13.8,16.5,11,59,0,1015.4,18.9,,226,10.3,230
X4,15/04/2008,13.6,16.3,11.5,64,0,1017.2,17.7,,123,6.7,130
X4,16/04/2008,14.6,18.6,11.7,63,0,1010.4,22.4,,209,8.9,251
X4,17/04/2008,14.7,18.2,12.3,69,21.6,997.1,10.8,,248,10.7,231
X4,18/04/2008,15.2,19,11.9,62,1.7,991.7,12,,254,15.7,261
X4,19/04/2008,16.4,20.2,13.1,52,0,998.3,25.3,,247,10.2,239
X4,20/04/2008,14.9,18.2,12.6,73,0.6,995,11.8,,237,12.6,227
X4,21/04/2008,16.1,21.9,12,54,0,1000.1,21.8,,302,15,264
X4,22/04/2008,15.4,20,12,58,0,1008.9,26,,77,9.1,77
X4,23/04/2008,16.9,21,12.3,56,0,1015.4,25.7,,156,6.1,228
X4,24/04/2008,17.6,20.5,14.2,59,0,1021.3,25.8,,140,5.4,116
X4,25/04/2008,19.1,23.9,14.5,52,0,1022.5,24.1,,234,10.2,214
X4,26/04/2008,18.2,23.7,14.5,62,0,1018.8,26.1,,100,6.4,82
X4,27/04/2008,16.9,20.1,14.2,71,0,1017.5,23.8,,123,5.5,88
X4,28/04/2008,16.8,19.4,14.4,74,0.8,1009,9.1,,230,8.3,231
X4,29/04/2008,16.1,18.7,13.5,67,0,1004.6,24.9,,238,10.1,209
X4,30/04/2008,16.7,22.5,13.8,65,0,1003.1,26.6,,103,10.2,82
X4,01/05/2008,16.5,19.5,12.8,59,0,1011.6,27.2,,143,5.8,130
X4,02/05/2008,17.7,21.4,13.5,60,0,1016.5,26.4,,141,4.8,157
X4,03/05/2008,19.7,23.8,14.5,40,0,1016.9,26.6,,182,6,209
X4,04/05/2008,20.5,25.2,16.3,37,0,1014.7,26.8,,230,7.6,212
X4,05/05/2008,19.7,24.1,17.3,59,0,1013.7,19.1,,133,6,54
X4,06/05/2008,18.6,21.7,16.7,72,0,1014.2,24.8,,96,7.3,76
X4,07/05/2008,18.1,21.2,16.2,66,0,1013.1,26,,85,9.5,82
X4,08/05/2008,17.8,20.4,15.2,66,0,1010,18.4,,77,8.5,77
X4,09/05/2008,15.3,18,13.8,78,24.4,1005.9,2.1,,56,12.8,83
X4,10/05/2008,15,16.8,13.6,82,45.4,1003.8,2.2,,73,15.2,80
X4,11/05/2008,16.7,19.5,14.7,75,0.5,1008.1,22,,83,11.8,102
X4,12/05/2008,17.2,19.8,14.6,61,0,1009.5,11.9,,68,9.1,90
X4,13/05/2008,18.2,21.7,15.3,58,0,1010.2,26.8,,194,8.6,210
X4,14/05/2008,17.9,20.7,15.2,73,0,1009.6,17.3,,217,7,239
X4,15/05/2008,19,23.6,16.8,76,0.3,1007,20.6,,211,6.6,149
X4,16/05/2008,18.4,21.3,16.8,76,0,1004.2,18.6,,120,5.4,113
X4,17/05/2008,17.7,20.3,15.8,71,0.2,1003.8,9.3,,99,5.3,104
X4,18/05/2008,18.8,22.3,15.9,65,0,1003.5,25.4,,206,8.9,196
X4,19/05/2008,17.6,21.2,15.6,64,0,1000.6,10.2,,307,10.6,357
X4,20/05/2008,20.2,26.4,15.8,54,0,1002.6,27.7,,278,9.9,216
X4,21/05/2008,19.6,23.5,16.5,65,0,1006.8,26.8,,101,7.6,209
X4,22/05/2008,18.8,22.2,17,66,0.5,1008.8,16,,83,7.7,74
X4,23/05/2008,19.3,23.4,17,70,0,1006.2,13.9,,178,6.4,187
X4,24/05/2008,19.9,23.2,17.8,76,4.2,1003.4,19,,195,7.3,168
X4,25/05/2008,17.7,19.8,15.9,80,14.4,1003.9,2.4,,137,10.4,169
X4,26/05/2008,20.4,26.5,15.5,54,1,1002.9,17.8,,290,9.1,291
X4,27/05/2008,18.8,23.2,16.6,65,2.6,999.8,12.4,,280,7.4,300
X4,28/05/2008,18.6,21.5,16,74,0,1007.4,18.3,,111,5.4,114
X4,29/05/2008,20.5,24.3,16.1,54,0,1006.1,28,,242,11,239
X4,30/05/2008,21.1,25.3,17.4,56,0,1007.2,24.5,,154,7.2,220
X4,31/05/2008,19,20.7,18.2,79,0,1009.8,8.7,,90,8,75
X4,01/06/2008,18.3,20.8,16.2,79,19.4,1008.7,13.9,,184,7.3,160
X4,02/06/2008,19,21.7,16.4,76,0,1010.6,23.1,,113,6.3,107
X4,03/06/2008,19.6,22.6,17.6,71,2,1012.7,22.5,,130,6.2,67
X4,04/06/2008,20.3,24.2,16,63,0,1012,27.3,,197,8.8,205
X4,05/06/2008,19.1,22.6,15.5,75,25,1009.6,16.4,,88,7.5,66
X4,06/06/2008,20.1,25.4,15.6,66,1.1,1010.6,26.7,,233,10.5,223
X4,07/06/2008,19,22,15.5,59,0.2,1012.4,21.9,,150,7.1,171
X4,08/06/2008,19.3,23.5,15.4,62,0,1012,27.5,,141,7.1,112
X4,09/06/2008,20.3,23.7,17.6,62,0,1012.6,23.2,,91,9.4,98
X4,10/06/2008,18.8,21.1,17.7,75,6.5,1013.9,8,,81,8.9,102
X4,11/06/2008,20.3,23.1,17,68,0,1012.5,26.9,,87,7.2,104
X4,12/06/2008,23.3,30.2,18.7,57,1,1009.5,26.6,,250,9.5,232
X4,13/06/2008,20.3,23.2,17.6,70,0,1010.2,16.1,,86,9.8,81
X4,14/06/2008,19.6,22.1,17.4,66,0,1012.5,19.2,,177,8.7,211
X4,15/06/2008,20,22,17.5,77,0,1008,8.3,,189,8.2,227
X4,16/06/2008,21.5,24.9,19,64,0.1,1002,23.9,,175,7.3,252
X4,17/06/2008,21.1,24.6,19.3,68,0.8,1007.6,18,,213,8.2,176
X4,18/06/2008,22.9,26.9,18.7,53,0,1013.1,30.6,,255,11.5,225
X4,19/06/2008,23.8,28.3,19.5,62,0,1014.2,29.7,,236,9.3,249
X4,20/06/2008,25.9,31.2,20.2,45,0,1014.8,29.7,,240,8.4,225
X4,21/06/2008,27.3,33.9,21.8,39,0,1014.1,29,,232,7.9,249
X4,22/06/2008,27.3,32.2,22.6,34,0,1013.6,30.3,,139,5.3,126
X4,23/06/2008,25.8,30.7,22.9,45,0,1012.8,28.3,,78,7.7,84
X4,24/06/2008,24.8,27.9,22.6,62,0,1009.4,18.1,,77,10.7,87
X4,25/06/2008,27.3,31.7,22.5,49,0,1011.8,27.5,,248,7,317
X4,26/06/2008,28,31.9,24.2,45,0,1013,28.6,,220,8.9,246
X4,27/06/2008,26.5,30.2,21.7,53,10.5,1014.3,25.5,,297,12.8,6
X4,28/06/2008,25.9,29.2,23.5,64,0,1014.1,28.8,,133,6.7,183
X4,29/06/2008,27,30.8,22.9,60,0,1013.1,29,,218,7.4,193
X4,30/06/2008,28.2,31.8,24.2,46,0,1012.8,27.5,,212,7.8,218
X4,01/07/2008,28.1,32,24.6,48,0,1010.2,28.4,,241,9.4,224
X4,02/07/2008,26.4,29.1,24.5,65,0,1007.3,20.9,,221,7.6,166
X4,03/07/2008,24.4,26.8,22.2,66,0.2,1008,15.4,,91,10.5,95
X4,04/07/2008,24.6,27.8,21.1,56,0,1011.6,28.8,,248,12.1,240
X4,05/07/2008,26.1,29.9,22.7,67,0,1009,28.9,,228,9.1,222
X4,06/07/2008,25.2,29.9,22.6,70,0,1006.5,23.2,,123,8.6,73
X4,07/07/2008,23.2,25.2,21.9,59,0,1009.8,21.6,,124,6.8,158
X4,08/07/2008,23.2,25.6,20.5,59,0,1014.9,26.3,,159,8.2,214
X4,09/07/2008,25.1,28.6,21.5,64,0,1014,26.1,,214,9.3,253
X4,10/07/2008,26.1,30,23,65,0,1010.8,26.5,,235,10,217
X4,11/07/2008,26.1,29.8,23.6,69,0,1007.7,24.2,,165,7.4,163
X4,12/07/2008,23.6,26.9,19.2,71,34.6,1006.8,20.4,,96,11.4,89
X4,13/07/2008,22.5,27.1,18.4,57,0,1010.2,28.4,,218,7.7,167
X4,14/07/2008,23,25.4,19.9,58,0,1017.3,27.3,,171,7.4,217
X4,15/07/2008,24.2,26.7,21.4,61,0,1020.8,25.9,,192,7.2,194
X4,16/07/2008,24.5,27.6,21.7,51,0,1017.1,22.3,,98,7.6,80
X4,17/07/2008,25.8,29.8,22.5,46,0,1011.6,24.3,,180,6.9,210
X4,18/07/2008,25.5,29.4,23.3,60,0,1011.6,25.6,,231,10.3,228
X4,19/07/2008,26.8,31.2,23,60,0,1012,28.1,,246,11.7,235
X4,20/07/2008,26.7,31,23.8,62,0,1011,23.6,,217,9.1,210
X4,21/07/2008,24.5,26.6,23.1,68,0,1013.7,15.6,,216,9.6,213
X4,22/07/2008,24.6,27.4,22.5,61,0,1015.9,27.9,,210,8.3,256
X4,23/07/2008,25.3,28.8,21.6,64,0,1012.9,23.8,,211,9.2,216
X4,24/07/2008,26,30,22.6,61,0.1,1008.4,23.9,,236,9.5,247
X4,25/07/2008,25.5,28.3,23.2,71,0,1006.8,26.4,,115,6,101
X4,26/07/2008,27.2,32,23.5,58,0,1008.6,26.6,,179,8.7,186
X4,27/07/2008,26.9,30,23.9,57,0,1010.8,27,,206,9,218
X4,28/07/2008,27.1,30.9,23.9,65,0,1009.8,25.8,,212,7.4,204
X4,29/07/2008,26,28.2,24.4,71,0,1011.8,26.7,,106,6.6,144
X4,30/07/2008,26.7,29.9,23.5,65,0,1012.1,27.5,,112,5.8,163
X4,31/07/2008,27.4,30.6,24.2,64,0,1011.1,27,,107,5.3,167
X4,01/08/2008,26.4,29,24.8,67,0,1012.3,24.3,,90,8.6,88
X4,02/08/2008,26.8,30.6,24.4,57,0,1015.2,26.6,,210,8.9,189
X4,03/08/2008,27.6,30.9,24.4,59,0,1013.7,25.9,,242,10,261
X4,04/08/2008,28.8,33.4,24.7,55,0,1010.7,26,,239,9.9,222
X4,05/08/2008,28.7,33.3,25,57,0,1010.6,25.4,,217,8.4,209
X4,06/08/2008,29.3,33.7,25.4,50,0,1008,25.1,,227,8.8,256
